row,col,Well,Flight,Unit,Board,Inhibitor,Parabola,Construct,LED.trigger,Condition,IntegratedIntensity,Temp.Board.1,Temp.Board.2,Temp.LED,Pressure.mbar,Gravity.X.mg,Gravity.Y.mg,Gravity.Z.mg,Supply.U.mV,Supply.I.mA,Time
A,12,A12,2,102,1,Thapsigargin,1,CaMPARI2-F391W,2,Pull-up,569.0096,36.6945,36.68575,34.5815,1069.7175,4.71,222.475,1727.66,23741.1175,612.9,2021-05-31 09:40:14
A,12,A12,2,102,2,Flunarizine,1,CaMPARI2-F391W,2,Pull-up,329.0895,36.6945,36.68575,34.5815,1069.7175,4.71,222.475,1727.66,23741.1175,612.9,2021-05-31 09:40:14
A,12,A12,2,103,1,Ruthenium Red,1,CaMPARI2-F391W,2,Pull-up,780.3768,36.6495,36.6805,34.50625,1031.5875,-5.14,182.45,1731.1175,23716.3925,594.255,2021-05-31 09:40:14
A,12,A12,2,103,2,GSK2193874,1,CaMPARI2-F391W,2,Pull-up,779.4451,36.6495,36.6805,34.50625,1031.5875,-5.14,182.45,1731.1175,23716.3925,594.255,2021-05-31 09:40:14
A,12,A12,2,104,1,BAPTA,1,CaMPARI2-F391W,2,Pull-up,344.1107,36.62925,36.6525,34.33275,1059.51,-18.1575,196.545,1714.7125,23589.3175,613.405,2021-05-31 09:40:13
A,12,A12,2,104,2,DMSO,1,CaMPARI2-F391W,2,Pull-up,258.3362,36.62925,36.6525,34.33275,1059.51,-18.1575,196.545,1714.7125,23589.3175,613.405,2021-05-31 09:40:13
A,12,A12,3,101,1,None,1,CaMPARI2-F391W,2,Pull-up,319.2287,36.5605,36.54625,34.01075,1023,-7.72,204.16,1729.16,23753.48,601.31,2021-05-31 09:45:12
A,12,A12,3,101,2,Gd3+,1,CaMPARI2-F391W,2,Pull-up,372.1226,36.5605,36.54625,34.01075,1023,-7.72,204.16,1729.16,23753.48,601.31,2021-05-31 09:45:12
A,12,A12,3,102,1,Thapsigargin,1,CaMPARI2-F391W,2,Pull-up,584.8565,36.69125,36.6805,34.61275,1058,0.0075,220.265,1742.6975,23741.3475,610.9125,2021-05-31 09:45:15
A,12,A12,3,102,2,Flunarizine,1,CaMPARI2-F391W,2,Pull-up,382.2643,36.69125,36.6805,34.61275,1058,0.0075,220.265,1742.6975,23741.3475,610.9125,2021-05-31 09:45:15
A,12,A12,3,103,1,Ruthenium Red,1,CaMPARI2-F391W,2,Pull-up,289.4589,36.708,36.6995,34.772,1028,8.095,175.6425,1796.91,23801.8375,591.6,2021-05-31 09:45:11
A,12,A12,3,103,2,GSK2193874,1,CaMPARI2-F391W,2,Pull-up,394.8525,36.708,36.6995,34.772,1028,8.095,175.6425,1796.91,23801.8375,591.6,2021-05-31 09:45:11
A,12,A12,3,104,1,BAPTA,1,CaMPARI2-F391W,2,Pull-up,382.2812,36.669,36.65375,34.41075,1072,-4.4475,190.22,1767.5425,23545.6175,615.915,2021-05-31 09:45:11
A,12,A12,3,104,2,DMSO,1,CaMPARI2-F391W,2,Pull-up,320.6024,36.669,36.65375,34.41075,1072,-4.4475,190.22,1767.5425,23545.6175,615.915,2021-05-31 09:45:11
A,2,A2,1,101,1,None,1,GFP,NA,Pre-Parabola,0,36.792,36.79275,33.48025,1029,-8.31,7.885,1057.5625,23734.39,598.6275,2021-05-31 09:41:12
A,2,A2,1,101,2,Gd3+,1,GFP,NA,Pre-Parabola,80.05241,36.792,36.79275,33.48025,1029,-8.31,7.885,1057.5625,23734.39,598.6275,2021-05-31 09:41:12
A,2,A2,1,102,1,Thapsigargin,1,GFP,NA,Pre-Parabola,301.9409,36.80775,36.8055,33.92575,1072.99,13.5025,26.9275,1084.1875,23659.0075,613.2975,2021-05-31 09:41:12
A,2,A2,1,102,2,Flunarizine,1,GFP,NA,Pre-Parabola,0,36.80775,36.8055,33.92575,1072.99,13.5025,26.9275,1084.1875,23659.0075,613.2975,2021-05-31 09:41:12
A,2,A2,1,103,1,Ruthenium Red,1,GFP,NA,Pre-Parabola,253.5247,36.79075,36.784,33.26675,1033.175,1.5325,-3.43,1037.6625,23785.8525,594.8775,2021-05-31 09:41:12
A,2,A2,1,103,2,GSK2193874,1,GFP,NA,Pre-Parabola,118.7713,36.79075,36.784,33.26675,1033.175,1.5325,-3.43,1037.6625,23785.8525,594.8775,2021-05-31 09:41:12
A,2,A2,1,104,1,BAPTA,1,GFP,NA,Pre-Parabola,488.7256,36.756,36.77225,33.092,1064.9975,-10.2825,-3.1325,1045.46,23564.88,612.205,2021-05-31 09:41:13
A,2,A2,1,104,2,DMSO,1,GFP,NA,Pre-Parabola,200.6473,36.756,36.77225,33.092,1064.9975,-10.2825,-3.1325,1045.46,23564.88,612.205,2021-05-31 09:41:13
A,2,A2,2,101,1,None,1,GFP,NA,Pre-Parabola,1715.209,36.79625,36.78325,33.61925,1024,5.285,48.0725,1016.0275,23753.0775,599.015,2021-05-31 09:39:02
A,2,A2,2,101,2,Gd3+,1,GFP,NA,Pre-Parabola,1144.19,36.79625,36.78325,33.61925,1024,5.285,48.0725,1016.0275,23753.0775,599.015,2021-05-31 09:39:02
A,2,A2,2,102,1,Thapsigargin,1,GFP,NA,Pre-Parabola,442.0669,36.801,36.798,33.6755,1069.9975,14.7825,69.345,1046.055,23739.3925,610.3975,2021-05-31 09:39:01
A,2,A2,2,102,2,Flunarizine,1,GFP,NA,Pre-Parabola,211.3304,36.801,36.798,33.6755,1069.9975,14.7825,69.345,1046.055,23739.3925,610.3975,2021-05-31 09:39:01
A,2,A2,2,103,1,Ruthenium Red,1,GFP,NA,Pre-Parabola,1960.485,36.79175,36.802,33.684,1032,5.785,38.335,1022.71,23721.855,595.8925,2021-05-31 09:39:02
A,2,A2,2,103,2,GSK2193874,1,GFP,NA,Pre-Parabola,1612.889,36.79175,36.802,33.684,1032,5.785,38.335,1022.71,23721.855,595.8925,2021-05-31 09:39:02
A,2,A2,2,104,1,BAPTA,1,GFP,NA,Pre-Parabola,149.8464,36.783,36.79225,33.496,1060,-1.4675,44.035,1014.805,23589.835,612.9825,2021-05-31 09:39:01
A,2,A2,2,104,2,DMSO,1,GFP,NA,Pre-Parabola,1936.762,36.783,36.79225,33.496,1060,-1.4675,44.035,1014.805,23589.835,612.9825,2021-05-31 09:39:01
A,2,A2,3,101,1,None,1,GFP,NA,Pre-Parabola,2107.43,36.75225,36.75125,33.13975,1023,-0.03,14.6625,1020.16,23755.3775,599.0025,2021-05-31 09:44:04
A,2,A2,3,101,2,Gd3+,1,GFP,NA,Pre-Parabola,0,36.75225,36.75125,33.13975,1023,-0.03,14.6625,1020.16,23755.3775,599.0025,2021-05-31 09:44:04
A,2,A2,3,102,1,Thapsigargin,1,GFP,NA,Pre-Parabola,71.55923,36.798,36.79475,33.68725,1058,7.8325,43.74,1053.6475,23741.06,609.2125,2021-05-31 09:44:05
A,2,A2,3,102,2,Flunarizine,1,GFP,NA,Pre-Parabola,96.97216,36.798,36.79475,33.68725,1058,7.8325,43.74,1053.6475,23741.06,609.2125,2021-05-31 09:44:05
A,2,A2,3,103,1,Ruthenium Red,1,GFP,NA,Pre-Parabola,1714.359,36.81,36.80475,33.91925,1028,10.82,3.9075,1022.925,23800.3425,593.735,2021-05-31 09:44:03
A,2,A2,3,103,2,GSK2193874,1,GFP,NA,Pre-Parabola,616.7549,36.81,36.80475,33.91925,1028,10.82,3.9075,1022.925,23800.3425,593.735,2021-05-31 09:44:03
A,2,A2,3,104,1,BAPTA,1,GFP,NA,Pre-Parabola,0,36.79475,36.79375,33.5715,1072.055,1.5175,12.245,1016.9375,23545.2725,614.08,2021-05-31 09:44:04
A,2,A2,3,104,2,DMSO,1,GFP,NA,Pre-Parabola,0,36.79475,36.79375,33.5715,1072.055,1.5175,12.245,1016.9375,23545.2725,614.08,2021-05-31 09:44:04
A,3,A3,1,101,1,None,1,CaMPARI2,1,Pre-Parabola,0,36.58825,36.579,33.851,1029,-8.9975,1.5425,1019.19,23737.035,597.495,2021-05-31 09:41:20
A,3,A3,1,101,2,Gd3+,1,CaMPARI2,1,Pre-Parabola,194.5327,36.58825,36.579,33.851,1029,-8.9975,1.5425,1019.19,23737.035,597.495,2021-05-31 09:41:20
A,3,A3,1,102,1,Thapsigargin,1,CaMPARI2,1,Pre-Parabola,327.9383,36.645,36.64275,34.33375,1073,10.3425,21.635,1048.345,23659.4675,611.115,2021-05-31 09:41:20
A,3,A3,1,102,2,Flunarizine,1,CaMPARI2,1,Pre-Parabola,568.8934,36.645,36.64275,34.33375,1073,10.3425,21.635,1048.345,23659.4675,611.115,2021-05-31 09:41:20
A,3,A3,1,103,1,Ruthenium Red,1,CaMPARI2,1,Pre-Parabola,221.6221,36.57525,36.55525,33.63525,1033.345,-6.7775,-0.31,1036.105,23784.3575,593.1625,2021-05-31 09:41:21
A,3,A3,1,103,2,GSK2193874,1,CaMPARI2,1,Pre-Parabola,144.3983,36.57525,36.55525,33.63525,1033.345,-6.7775,-0.31,1036.105,23784.3575,593.1625,2021-05-31 09:41:21
A,3,A3,1,104,1,BAPTA,1,CaMPARI2,1,Pre-Parabola,203.5866,36.498,36.551,33.44825,1065,-10.495,-5.7325,1024.63,23566.6625,611.925,2021-05-31 09:41:21
A,3,A3,1,104,2,DMSO,1,CaMPARI2,1,Pre-Parabola,220.4508,36.498,36.551,33.44825,1065,-10.495,-5.7325,1024.63,23566.6625,611.925,2021-05-31 09:41:21
A,3,A3,2,101,1,None,1,CaMPARI2,1,Pre-Parabola,294.6135,36.6195,36.545,33.995,1024,5.925,43.285,1032.0525,23751.985,598.9275,2021-05-31 09:39:10
A,3,A3,2,101,2,Gd3+,1,CaMPARI2,1,Pre-Parabola,301.4658,36.6195,36.545,33.995,1024,5.925,43.285,1032.0525,23751.985,598.9275,2021-05-31 09:39:10
A,3,A3,2,102,1,Thapsigargin,1,CaMPARI2,1,Pre-Parabola,323.539,36.63075,36.6235,34.07275,1070,16.7475,59.7075,1057.3425,23738.3,609.1225,2021-05-31 09:39:09
A,3,A3,2,102,2,Flunarizine,1,CaMPARI2,1,Pre-Parabola,175.5924,36.63075,36.6235,34.07275,1070,16.7475,59.7075,1057.3425,23738.3,609.1225,2021-05-31 09:39:09
A,3,A3,2,103,1,Ruthenium Red,1,CaMPARI2,1,Pre-Parabola,141.0944,36.57525,36.62825,34.053,1032,9.5425,29.5275,1037.9825,23721.165,593.98,2021-05-31 09:39:10
A,3,A3,2,103,2,GSK2193874,1,CaMPARI2,1,Pre-Parabola,353.1042,36.57525,36.62825,34.053,1032,9.5425,29.5275,1037.9825,23721.165,593.98,2021-05-31 09:39:10
A,3,A3,2,104,1,BAPTA,1,CaMPARI2,1,Pre-Parabola,522.4246,36.55275,36.606,33.85875,1060,-2.4125,35.01,1029.9625,23591.1575,611.4075,2021-05-31 09:39:09
A,3,A3,2,104,2,DMSO,1,CaMPARI2,1,Pre-Parabola,252.4973,36.55275,36.606,33.85875,1060,-2.4125,35.01,1029.9625,23591.1575,611.4075,2021-05-31 09:39:09
A,3,A3,3,101,1,None,1,CaMPARI2,1,Pre-Parabola,168.5536,36.48825,36.4785,33.50975,1023,-1.98,11.5075,1028.135,23758.9425,597.1,2021-05-31 09:44:12
A,3,A3,3,101,2,Gd3+,1,CaMPARI2,1,Pre-Parabola,0,36.48825,36.4785,33.50975,1023,-1.98,11.5075,1028.135,23758.9425,597.1,2021-05-31 09:44:12
A,3,A3,3,102,1,Thapsigargin,1,CaMPARI2,1,Pre-Parabola,399.8912,36.62425,36.6175,34.092,1058,7.3925,37.705,1053.96,23737.7825,608.6,2021-05-31 09:44:13
A,3,A3,3,102,2,Flunarizine,1,CaMPARI2,1,Pre-Parabola,530.0412,36.62425,36.6175,34.092,1058,7.3925,37.705,1053.96,23737.7825,608.6,2021-05-31 09:44:13
A,3,A3,3,103,1,Ruthenium Red,1,CaMPARI2,1,Pre-Parabola,423.4247,36.6475,36.63525,34.3015,1028,6.925,5.435,1037.9375,23799.25,591.3625,2021-05-31 09:44:11
A,3,A3,3,103,2,GSK2193874,1,CaMPARI2,1,Pre-Parabola,418.8022,36.6475,36.63525,34.3015,1028,6.925,5.435,1037.9375,23799.25,591.3625,2021-05-31 09:44:11
